HDR|path|body|mass_kg|vol_cm3|area_cm2|cx_cm|cy_cm|cz_cm|Ixx|Iyy|Izz|Ixy|Iyz|Ixz|material|density|visible|lightbulb|solid
/2026 MASTER INTAKE v2:1/Engine:1/M3x6-Pulkul-Torx (1):4|Body1|0.000256143|0.0596569|1.58461|32.469|5.1929|2.5882|0.00863844|0.271756|0.276955|-0.0431879|-0.00343979|-0.0215255|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/Engine:1/M3x6-Pulkul-Torx (1):5|Body1|0.000256143|0.0596569|1.58461|32.469|4.0551|7.9276|0.0203249|0.286141|0.274257|-0.033725|-0.00823915|-0.0659311|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/Engine:1/M3x6-Pulkul-Torx (1):6|Body1|0.000256143|0.0596569|1.58461|32.469|-1.1482|9.6608|0.0242589|0.293954|0.270377|0.00954958|0.00284337|-0.0803455|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/Component69:1|Body6|0.10423|24.2756|349.905|36.51|2.6174e-14|6.3043|8.22149|150.579|149.191|6.25446e-14|-5.12635e-15|-23.9305|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/exhaust front v3:1|Body1|0.0265346|6.18002|1081.95|67.124|-6.548e-14|4.2725|0.915392|121.264|120.78|1.83499e-14|1.71249e-14|-7.60985|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/exhaust front v3:1|Body2|0.0186134|4.33513|1084.1|68.156|-7.534e-14|4.2725|0.711854|87.5672|87.2274|1.41418e-13|-7.55404e-15|-5.42019|Intake assembly + engine|4293.61|1|1|1
/2026 MASTER INTAKE v2:1/exhaust front v3:1/Component1:1|Body1|0.0027206|0.63364|247.886|55.375|-6.4008e-12|4.2725|0.0980772|8.41816|8.3685|9.89051e-13|1.55706e-13|-0.643673|Intake assembly + engine|4293.61|1|1|1
/Bottom Fuselage Structure v2:1| middle frame|0.0440507|24.4836|107.572|53.205|-0.00013371|0.40213|1.04032|124.84|125.598|0.000313378|1.00335e-05|-0.942482|Bottom frames|1799.19|1|1|1
/Bottom Fuselage Structure v2:1|Rear Frame|0.0224502|12.4779|62.9984|76.259|-0.00098687|0.75727|0.362457|130.621|130.862|0.00168957|-9.42084e-06|-1.29648|Bottom frames|1799.19|1|1|1
/Bottom Fuselage Structure v2:1|New Front Frame|0.041364|22.9903|106.163|25.7|0.097028|-0.22096|1.2074|27.4651|28.3858|-0.103146|0.0075594|0.234896|Bottom frames|1799.19|1|1|1
/Bottom Fuselage Structure v2:1|Body1|0.0112148|6.23325|164.466|40.212|0.064506|6.7218|0.822006|18.7516|18.4601|-0.0290903|-0.00486271|-3.03132|Bottom frames|1799.19|0|0|1
/Bottom Fuselage Structure v2:1/Component94:1|Body1|0.0369343|20.5282|130.674|52.463|-8.5667e-15|-2.1901|0.186479|110.232|110.047|1.43693e-14|-7.03122e-16|4.01953|Bottom frames|1799.19|1|1|1
/Bottom Fuselage Structure v2:1/Component97:1|Body1|0.0618439|34.3731|182.233|48.73|-6.841|3.92|3.86623|160.568|162.53|20.259|1.65846|-11.8135|Bottom frames|1799.19|1|1|1
/Bottom Fuselage Structure v2:1/Component97:1|Body2|0.0618433|34.3728|182.231|48.73|6.8406|3.92|3.86578|160.567|162.528|-20.2577|-1.65833|-11.8134|Bottom frames|1799.19|1|1|1
/Avionics Shell v87:1|Body5|2.1427e-05|0.0122718|0.294524|-60.644|-2.7829|-0.74453|0.000178019|0.0788142|0.0789682|-0.0036162|-4.43966e-05|-0.000967464|Avionics|1746.03|0|0|1
/Avionics Shell v87:1|Body10|2.1427e-05|0.0122718|0.294524|-60.714|3.0771|-0.74453|0.000214952|0.0789962|0.0791872|0.00400303|4.9089e-05|-0.000968581|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body12|0.0566203|32.428|70.615|-60.583|1.6598|3.3658|0.982213|208.52|208.195|5.6936|-0.316321|11.5456|Avionics|1746.03|1|1|1
/Avionics Shell v87:1|Body15|4.11399e-05|0.0235619|0.524904|-60.9|-0.7|2.4908|0.000275991|0.152836|0.152601|-0.00175379|7.17307e-05|0.00624057|Avionics|1746.03|1|1|1
