timestamp,can_msg.data,can_msg.dlc,can_msg.id,egt,header.frame_id,header.stamp.nanosec,header.stamp.sec,pump_power,real_rpm,set_rpm,state,state_name
1763322600204193368,[ 14 116   0   0   1 137   0   0],8,256,39.29999923706055,Engine Data,201987585,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600292356210,[ 14 116   0   0   1 137   0   0],8,256,39.29999923706055,Engine Data,291876180,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600395154859,[ 14 116   0   0   1 137   0   0],8,256,39.29999923706055,Engine Data,394967052,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600500278394,[ 14 116   0   0   1 137   0   0],8,256,39.29999923706055,Engine Data,498607970,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600592451587,[ 14 116   0   0   1 137   0   0],8,256,39.29999923706055,Engine Data,592071813,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600719781456,[ 14 116   0   0   1 134   0   0],8,256,39.0,Engine Data,718723029,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600791489427,[ 14 116   0   0   1 134   0   0],8,256,39.0,Engine Data,790619063,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600894081421,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,893583407,1763322600,0.0,0,37000,0,ENGINE OFF
1763322600996889639,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,996540488,1763322600,0.0,0,37000,0,ENGINE OFF
1763322601100903775,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,100261218,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601194872260,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,194572261,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601298764349,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,298087712,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601392280548,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,392035269,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601496836379,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,495644864,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601600610708,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,599095803,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601726204047,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,724812725,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601799074608,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,797788758,1763322601,0.0,0,37000,0,ENGINE OFF
1763322601900879571,[ 14 116   0   0   1 130   0   0],8,256,38.599998474121094,Engine Data,900523700,1763322601,0.0,0,37000,0,ENGINE OFF
1763322602003861168,[ 14 116   0   0   1 124   0   0],8,256,38.0,Engine Data,3583889,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602097155292,[ 14 116   0   0   1 124   0   0],8,256,38.0,Engine Data,95868738,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602199498849,[ 14 116   0   0   1 123   0   0],8,256,37.900001525878906,Engine Data,198825092,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602302510723,[ 14 116   0   0   1 123   0   0],8,256,37.900001525878906,Engine Data,301182249,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602405637124,[ 14 116   0   0   1 123   0   0],8,256,37.900001525878906,Engine Data,405157222,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602497307991,[ 14 116   0   0   1 123   0   0],8,256,37.900001525878906,Engine Data,496629946,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602599920059,[ 14 116   0   0   1 123   0   0],8,256,37.900001525878906,Engine Data,599106815,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602725012285,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,724658527,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602797050822,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,796827590,1763322602,0.0,0,37000,0,ENGINE OFF
1763322602899544810,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,899299883,1763322602,0.0,0,37000,0,ENGINE OFF
1763322603002749579,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,2166317,1763322603,0.0,0,37000,0,ENGINE OFF
1763322603106190160,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,105520947,1763322603,0.0,0,37000,0,ENGINE OFF
1763322603208296922,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,207319902,1763322603,0.0,0,37000,0,ENGINE OFF
1763322603301223916,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,300257168,1763322603,0.0,0,37000,0,ENGINE OFF
1763322603404274419,[ 14 116   0   0   1 122   0   0],8,256,37.79999923706055,Engine Data,402519290,1763322603,0.0,0,37000,0,ENGINE OFF
