timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,runs_aborted,runs_ok,total_runtime
1763322740076672074,[  0  40   0  16   0   0  50 185],8,259,Statistics,76143913,1763322740,16,40,12985
1763322741083235058,[  0  40   0  16   0   0  50 185],8,259,Statistics,82608337,1763322741,16,40,12985
1763322742077874285,[  0  40   0  16   0   0  50 185],8,259,Statistics,77524845,1763322742,16,40,12985
1763322743085752477,[  0  40   0  16   0   0  50 185],8,259,Statistics,85276668,1763322743,16,40,12985
1763322744092513615,[  0  40   0  16   0   0  50 185],8,259,Statistics,91698669,1763322744,16,40,12985
1763322745092330074,[  0  40   0  16   0   0  50 185],8,259,Statistics,91752889,1763322745,16,40,12985
1763322746096323949,[  0  40   0  16   0   0  50 185],8,259,Statistics,95787309,1763322746,16,40,12985
1763322747104242346,[  0  40   0  16   0   0  50 185],8,259,Statistics,101612806,1763322747,16,40,12985
1763322748097717428,[  0  40   0  16   0   0  50 185],8,259,Statistics,96806386,1763322748,16,40,12985
1763322749103480946,[  0  40   0  16   0   0  50 185],8,259,Statistics,103111954,1763322749,16,40,12985
1763322750110603158,[  0  40   0  16   0   0  50 185],8,259,Statistics,109708629,1763322750,16,40,12985
1763322751116276218,[  0  40   0  16   0   0  50 185],8,259,Statistics,114650296,1763322751,16,40,12985
1763322752117255065,[  0  40   0  16   0   0  50 185],8,259,Statistics,116995513,1763322752,16,40,12985
1763322753116062231,[  0  40   0  16   0   0  50 185],8,259,Statistics,115421142,1763322753,16,40,12985
1763322754121908739,[  0  40   0  16   0   0  50 185],8,259,Statistics,120811521,1763322754,16,40,12985
1763322755124100171,[  0  40   0  16   0   0  50 185],8,259,Statistics,123533770,1763322755,16,40,12985
1763322756131460414,[  0  40   0  16   0   0  50 185],8,259,Statistics,130794845,1763322756,16,40,12985
1763322757132555720,[  0  40   0  16   0   0  50 185],8,259,Statistics,131047302,1763322757,16,40,12985
1763322758133263188,[  0  40   0  16   0   0  50 185],8,259,Statistics,132876339,1763322758,16,40,12985
1763322759136072421,[  0  40   0  16   0   0  50 185],8,259,Statistics,135571940,1763322759,16,40,12985
1763322760139129657,[  0  40   0  16   0   0  50 185],8,259,Statistics,138582904,1763322760,16,40,12985
1763322761140603692,[  0  40   0  16   0   0  50 185],8,259,Statistics,140156555,1763322761,16,40,12985
1763322762143567459,[  0  40   0  16   0   0  50 185],8,259,Statistics,143248674,1763322762,16,40,12985
1763322763155751822,[  0  40   0  16   0   0  50 185],8,259,Statistics,155181197,1763322763,16,40,12985
1763322764151953819,[  0  40   0  16   0   0  50 185],8,259,Statistics,151138458,1763322764,16,40,12985
1763322765161469157,[  0  40   0  16   0   0  50 185],8,259,Statistics,161265861,1763322765,16,40,12985
1763322766157331092,[  0  40   0  16   0   0  50 185],8,259,Statistics,156437266,1763322766,16,40,12985
1763322767167787907,[  0  40   0  16   0   0  50 185],8,259,Statistics,167045346,1763322767,16,40,12985
1763322768163764981,[  0  40   0  16   0   0  50 185],8,259,Statistics,162512498,1763322768,16,40,12985
