timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,last_off_egt,last_off_pump_power,last_off_rpm,last_off_state,last_off_state_str,last_runtime
1763322600635843395,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,635442405,1763322600,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322601640814629,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,640496902,1763322601,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322602642050501,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,641537671,1763322602,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322603645698664,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,644447502,1763322603,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322604647389250,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,646056680,1763322604,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322605655081745,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,652130013,1763322605,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322606654493392,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,653746035,1763322606,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322607663493750,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,663170263,1763322607,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322608658025860,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,657564646,1763322608,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322609662244984,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,661749818,1763322609,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322610666733529,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,666091451,1763322610,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322611674652857,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,674106812,1763322611,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322612676426784,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,675736802,1763322612,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322613677911348,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,677392054,1763322613,485,22.5,3771,15,IGNITORS PREHEAT,13
1763322614686135356,[  0  13  14 187   1 229  45  15],8,260,Last Run Info,685499198,1763322614,485,22.5,3771,15,IGNITORS PREHEAT,13
