timestap,can_msg.data,can_msg.dlc,can_msg.id,error_mask,error_messages,header.frame_id,header.stamp.nanosec,header.stamp.sec,reset_required
1740861430751978783,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,751181189,1740861430,False
1740861431754271479,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,753548255,1740861431,False
1740861432753371098,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,752557888,1740861432,False
1740861433753499568,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,752929021,1740861433,False
1740861434764031429,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,763648537,1740861434,False
1740861435765930712,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,764997466,1740861435,False
1740861436770832092,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,770315084,1740861436,False
1740861437772263172,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,771509004,1740861437,False
1740861438773373268,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,772859299,1740861438,False
1740861439774436532,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,773433972,1740861439,False
1740861440786797327,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,785815664,1740861440,False
1740861441788621004,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,787827379,1740861441,False
1740861442789083120,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,788352248,1740861442,False
1740861443789818958,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,789360831,1740861443,False
1740861444793307447,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,792526942,1740861444,False
1740861445795917205,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,795203455,1740861445,False
1740861446805546470,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,805049558,1740861446,False
1740861447806697467,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,805951683,1740861447,False
1740861448807237806,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,806426389,1740861448,False
1740861449808446058,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,807495596,1740861449,False
1740861450813455345,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,812783035,1740861450,False
1740861451815706034,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,815192866,1740861451,False
1740861452825292687,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,824423347,1740861452,False
1740861453826531285,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,825419858,1740861453,False
1740861454827002101,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,825613417,1740861454,False
1740861455836086297,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,835109178,1740861455,False
1740861456837423034,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,836435835,1740861456,False
1740861457838367553,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,837736141,1740861457,False
1740861458839222168,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,838767657,1740861458,False
1740861459850159105,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,849355495,1740861459,False
1740861460852578894,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,851857367,1740861460,False
1740861461855396475,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,854620226,1740861461,False
1740861462855653033,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,855157178,1740861462,False
1740861463857324023,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,856643906,1740861463,False
1740861464859946774,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,859154877,1740861464,False
1740861465861769039,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,860351810,1740861465,False
1740861466872131368,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,871177610,1740861466,False
1740861467873305841,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,872628732,1740861467,False
1740861468873501103,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,872752663,1740861468,False
1740861469873699583,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,872695776,1740861469,False
1740861470885572115,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,884499281,1740861470,False
1740861471888701734,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,887544449,1740861471,False
1740861472889246138,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,888747210,1740861472,False
1740861473889798018,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,889259409,1740861473,False
1740861474898555871,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,897688035,1740861474,False
1740861475903788768,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,902916932,1740861475,False
1740861476901847122,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,901006999,1740861476,False
1740861477900982265,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,900393959,1740861477,False
1740861478911278707,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,910170864,1740861478,False
1740861479913146806,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,912685927,1740861479,False
1740861480916632991,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,915836262,1740861480,False
1740861481917815316,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,917144831,1740861481,False
1740861482922971096,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,922471048,1740861482,False
1740861483923078897,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,921959150,1740861483,False
1740861484930579941,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,929677769,1740861484,False
1740861485932939244,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,928840907,1740861485,False
1740861486936990234,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,936164064,1740861486,False
1740861487939977755,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,939192962,1740861487,False
1740861488937200250,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,936308510,1740861488,False
1740861489949246493,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,948697772,1740861489,False
1740861490951004753,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,949754218,1740861490,False
1740861491951374861,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,950432464,1740861491,False
1740861492956021027,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,955313069,1740861492,False
1740861493958606507,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,957643949,1740861493,False
1740861494960489873,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,959946369,1740861494,False
1740861495966306950,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,965596944,1740861495,False
1740861496967800391,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,967064272,1740861496,False
1740861497971794506,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,971141013,1740861497,False
1740861498974945446,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,974052874,1740861498,False
1740861499974196923,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,973528775,1740861499,False
1740861500987306741,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,986466555,1740861500,False
1740861501989353994,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,988781048,1740861501,False
1740861502985144143,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,984414488,1740861502,False
1740861503996100928,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,995584368,1740861503,False
1740861504995959084,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,995463068,1740861504,False
1740861505997579106,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,996569698,1740861505,False
1740861507002358574,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,1739227,1740861507,False
1740861508005632863,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,4917897,1740861508,False
1740861509007933286,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,5953897,1740861509,False
1740861510007875224,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,7188034,1740861510,False
1740861511010561842,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,9432079,1740861511,False
1740861512022076723,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,21636645,1740861512,False
1740861513018939136,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,18438769,1740861513,False
1740861514019832639,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,19074184,1740861514,False
1740861515032016080,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,30328124,1740861515,False
1740861516031785236,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,31326214,1740861516,False
1740861517038383488,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,37707371,1740861517,False
1740861518043914846,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,42664247,1740861518,False
1740861519043139469,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,42565948,1740861519,False
1740861520047330411,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,46709527,1740861520,False
1740861521052566716,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,52030508,1740861521,False
1740861522046422754,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,45654667,1740861522,False
1740861523050275601,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,49405655,1740861523,False
1740861524060290355,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,59545468,1740861524,False
1740861525064934051,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,60629310,1740861525,False
1740861526064154560,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,63720402,1740861526,False
1740861527066484977,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,65297324,1740861527,False
1740861528066845114,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,66185605,1740861528,False
1740861529078878686,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,77740859,1740861529,False
1740861530076427961,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,75987948,1740861530,False
1740861531079809244,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,79074789,1740861531,False
1740861532085801859,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,84261396,1740861532,False
1740861533088718913,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,88077613,1740861533,False
1740861540112373262,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,111797212,1740861540,False
1740861541112839012,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,112207056,1740861541,False
1740861542113549270,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,112736989,1740861542,False
1740861543123555034,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,122914182,1740861543,False
1740861544123192980,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,122583266,1740861544,False
1740861545125299631,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,124473686,1740861545,False
1740861546128757161,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,127419488,1740861546,False
1740861547129849998,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,129011508,1740861547,False
1740861548143043322,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,142010267,1740861548,False
1740861549144129321,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,143561976,1740861549,False
1740861550146487059,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,145741053,1740861550,False
1740861551149581353,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,148794737,1740861551,False
1740861552152258887,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,151909628,1740861552,False
1740861553154118369,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,153407211,1740861553,False
1740861554153645512,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,153026453,1740861554,False
1740861555159912850,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,159520422,1740861555,False
1740861556162250617,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,161731497,1740861556,False
1740861557166174821,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,165102533,1740861557,False
1740861558168136459,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,167636731,1740861558,False
1740861559176922645,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,176436326,1740861559,False
1740861560176161970,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,175453116,1740861560,False
1740861561179393917,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,178717800,1740861561,False
1740861562182132334,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,181186641,1740861562,False
1740861563182592623,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,182005533,1740861563,False
1740861564186390730,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,185562161,1740861564,False
1740861565198438870,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,197652190,1740861565,False
1740861566200235039,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,199589291,1740861566,False
1740861567204188318,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,203623629,1740861567,False
1740861568204148698,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,203285344,1740861568,False
1740861569206541844,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,205618264,1740861569,False
1740861570209631993,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,208767135,1740861570,False
1740861571211384043,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,210850683,1740861571,False
1740861572213806694,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,212398971,1740861572,False
1740861573224255306,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,222473684,1740861573,False
1740861574224232838,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,223905532,1740861574,False
1740861575225929387,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,224916748,1740861575,False
1740861576226414785,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,225850415,1740861576,False
1740861577239284547,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,237972923,1740861577,False
1740861578244370927,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,240415223,1740861578,False
1740861579241897835,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,241304793,1740861579,False
1740861580243797025,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,243240944,1740861580,False
1740861581248362269,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,247785996,1740861581,False
1740861582248217473,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,247541996,1740861582,False
1740861583257618874,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,256701598,1740861583,False
1740861584259925907,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,259070937,1740861584,False
1740861585261670095,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,261041916,1740861585,False
1740861586263712971,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,263078168,1740861586,False
1740861587264008647,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,263418294,1740861587,False
1740861588274792566,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,273859706,1740861588,False
1740861589275187521,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,274401097,1740861589,False
1740861590280046727,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,279221295,1740861590,False
1740861591286106056,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,284897092,1740861591,False
1740861592289431276,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,288548657,1740861592,False
1740861593282910685,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,282436303,1740861593,False
1740861594293922740,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,293144156,1740861594,False
1740861595297132533,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,296260187,1740861595,False
1740861596300249418,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,299305550,1740861596,False
1740861597304803039,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,304162156,1740861597,False
1740861598299161016,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,298475651,1740861598,False
1740861599301505271,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,301029225,1740861599,False
1740861600311472113,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,310644312,1740861600,False
1740861601318104636,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,317206209,1740861601,False
1740861602312028447,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,311263880,1740861602,False
1740861603325314494,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,324732812,1740861603,False
1740861604326044729,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,325381189,1740861604,False
1740861605322943832,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,322518347,1740861605,False
1740861606333024760,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,331872853,1740861606,False
1740861607332503120,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,332014721,1740861607,False
1740861608334313220,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,333477323,1740861608,False
1740861609335880582,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,334894857,1740861609,False
1740861610339315383,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,338373147,1740861610,False
1740861611342578329,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,341901860,1740861611,False
1740861612345585641,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,344839506,1740861612,False
1740861613352600199,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,352121880,1740861613,False
1740861614354769898,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,353886479,1740861614,False
1740861615355187695,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,354800771,1740861615,False
1740861616360168658,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,359285016,1740861616,False
1740861666527141804,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,526558043,1740861666,False
1740861667529350463,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,528252447,1740861667,False
1740861668540863931,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,539932287,1740861668,False
1740861669540963614,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,540315211,1740861669,False
1740861670542374111,[  0   0 128   0   0   0   0   0],8,263,140737488355328,"['Max Fuel Flow achieved: Fuel pump max power limit reached. Informative error. Usually caused by lockage of fuel filter, or another problem in the fuel installation. (Reset condition: Once fuel pump power within limits)']",Errors,541854031,1740861670,False
