timestamp,can_msg.data,can_msg.dlc,can_msg.id,error_mask,error_messages,header.frame_id,header.stamp.nanosec,header.stamp.sec,reset_required
1763324927249768088,[  0   0   0   0   0 128   0   0],8,263,8388608,"['Ng min stop: Rotor speed below 25kRPM. Engine shut down, autocooling commanded. (Reset condition: Once within limits)']",Errors,249206387,1763324927,False
1763324928254292151,[  0   0   0   0   0 128   0   0],8,263,8388608,"['Ng min stop: Rotor speed below 25kRPM. Engine shut down, autocooling commanded. (Reset condition: Once within limits)']",Errors,253717777,1763324928,False
1763324929253016998,[  0   0   0   0   0 128   0   0],8,263,8388608,"['Ng min stop: Rotor speed below 25kRPM. Engine shut down, autocooling commanded. (Reset condition: Once within limits)']",Errors,252754884,1763324929,False
1763324930257884183,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,257157041,1763324930,False
1763324931256627991,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,255992817,1763324931,False
1763324932265003320,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,264440755,1763324932,False
1763324933271285070,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,271023499,1763324933,False
1763324934266237569,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,265473530,1763324934,False
1763324935278372861,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,277728311,1763324935,False
1763324936280825446,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,280427298,1763324936,False
1763324937282644113,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,282355182,1763324937,False
1763324938284681445,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,284344898,1763324938,False
1763324939289801598,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,289025559,1763324939,False
1763324940291041722,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,290725111,1763324940,False
1763324941294133359,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,291906970,1763324941,False
1763324942296170850,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,295339898,1763324942,False
1763324943297967771,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,296688398,1763324943,False
1763324944306572091,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,305308431,1763324944,False
1763324945308118208,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,307723804,1763324945,False
1763324946309146567,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,308512961,1763324946,False
1763324947308734697,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,308485255,1763324947,False
1763324948321885235,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,320441253,1763324948,False
1763324949322939889,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,322537613,1763324949,False
1763324950323217776,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,322450376,1763324950,False
1763324951328306915,[0 0 0 0 0 0 0 0],8,263,0,[],Errors,326326001,1763324951,False
