timestamp,data
1763324881791299441,88.0
1763324881828664736,89.0
1763324882080166797,90.0
1763324882264420801,91.0
1763324882296928452,92.0
1763324882588571962,94.0
1763324882742948770,95.0
1763324882919697875,96.0
1763324883004661996,97.0
1763324883131156091,98.0
1763324883440055791,99.0
1763324883536250254,100.0
1763324884521649532,99.0
1763324884558495655,98.0
1763324884624304150,97.0
1763324885273288733,98.0
1763324885577353994,99.0
1763324885923604691,100.0
1763324888619001505,99.0
1763324888652341102,98.0
1763324888815468045,97.0
1763324888948659517,96.0
1763324888998332221,95.0
1763324889017075334,94.0
1763324889128568212,93.0
1763324889178793689,92.0
1763324889241195340,91.0
1763324889301838192,90.0
1763324889340999569,89.0
1763324889387325715,88.0
1763324889419843832,87.0
1763324889545949994,86.0
1763324889739975905,85.0
1763324889902162520,84.0
1763324889994772988,83.0
1763324890068161715,82.0
1763324890162574119,81.0
1763324890231875929,80.0
1763324890287375630,79.0
1763324890320148086,78.0
1763324890440096722,76.0
1763324890537189791,73.0
1763324890590168317,72.0
1763324890636183069,71.0
1763324890703709631,70.0
1763324890737019659,69.0
1763324890790664944,68.0
1763324890856952391,67.0
1763324890923676193,66.0
1763324890953909010,65.0
1763324891056334832,61.0
1763324891146351549,59.0
1763324891226838965,57.0
1763324891273787101,54.0
1763324891283518645,53.0
1763324891344106745,51.0
1763324891364251951,49.0
1763324891412638757,48.0
1763324891446930811,47.0
1763324891459562349,46.0
1763324891488263280,45.0
1763324891552487061,43.0
1763324891566392179,42.0
1763324891609521016,40.0
1763324891626592019,39.0
1763324891714057129,38.0
1763324891736667382,37.0
1763324891869216932,36.0
1763324891995903581,35.0
1763324892028170785,34.0
1763324892084274845,33.0
1763324892111106992,32.0
1763324892183296189,31.0
1763324892251082626,28.0
1763324892293238175,26.0
1763324892329340870,24.0
1763324892400405033,23.0
1763324892439703981,22.0
1763324892595198508,19.0
1763324892626143588,18.0
1763324892654620229,17.0
1763324892733318861,16.0
1763324892823051801,15.0
1763324892837981376,14.0
1763324892935571571,13.0
1763324892963282574,12.0
1763324893053772321,11.0
1763324893127825184,10.0
1763324893159166044,9.0
1763324893224060936,8.0
1763324893343021821,7.0
1763324893376685326,6.0
1763324893571829205,5.0
1763324903730817929,6.0
1763324904697505489,7.0
1763324904851621043,8.0
1763324905039747596,9.0
1763324905223070779,10.0
1763324905332210690,11.0
1763324905411081524,12.0
1763324905600563515,13.0
1763324905692054688,14.0
1763324905778165173,15.0
1763324905842475489,16.0
1763324905900367091,17.0
1763324906066336451,18.0
1763324906137137516,19.0
1763324906272898408,20.0
1763324906311337608,21.0
1763324906365926620,22.0
1763324906420211502,23.0
1763324906532541779,24.0
1763324908200242288,25.0
1763324909039353479,26.0
1763324910186738934,27.0
1763324910816604854,28.0
1763324911204119747,29.0
1763324911611020484,30.0
1763324913673751455,31.0
1763324913755400368,32.0
1763324913984263758,33.0
1763324914031900549,34.0
1763324914065354010,35.0
1763324914095353615,36.0
1763324914394248821,37.0
1763324914513242303,38.0
1763324914539597746,39.0
1763324914603447583,40.0
1763324914641984931,41.0
1763324914709194927,42.0
1763324914736450378,43.0
1763324914788914895,44.0
1763324914836450085,45.0
1763324914859608475,46.0
1763324914890245910,47.0
1763324914918171095,49.0
1763324914934257100,50.0
1763324915005211194,51.0
1763324915045443214,54.0
1763324915048016518,55.0
1763324915078055099,56.0
1763324915109431069,60.0
1763324915137973701,61.0
1763324917612250649,62.0
1763324917804675278,63.0
1763324917912121808,65.0
1763324917955398560,66.0
1763324918033561331,68.0
1763324918158125077,69.0
1763324918267037957,70.0
1763324918368293071,71.0
1763324918527211086,72.0
1763324918740492133,74.0
1763324918761453127,75.0
1763324918796431563,76.0
1763324918826008349,77.0
1763324918943421084,78.0
1763324919021464143,80.0
1763324919060165334,81.0
1763324919163154864,82.0
1763324919215840408,83.0
1763324919262647882,84.0
1763324919286892363,85.0
1763324919351629507,86.0
1763324919419181269,87.0
1763324919468571806,88.0
1763324919520672385,89.0
1763324919596144989,90.0
1763324919634071324,91.0
1763324919705633427,92.0
1763324919826971992,93.0
1763324919939705804,94.0
1763324929495078333,93.0
1763324929565724369,92.0
1763324929668403344,91.0
1763324929721773251,90.0
1763324929760156138,89.0
1763324929766642598,88.0
1763324929837777983,87.0
1763324929886190340,86.0
1763324929961583108,85.0
1763324930049637180,84.0
1763324930108625571,83.0
1763324930155104822,82.0
1763324930235588871,81.0
1763324930283863530,80.0
1763324930331129316,79.0
1763324930392835654,78.0
1763324930464449219,77.0
1763324930532105404,76.0
1763324930626413710,75.0
1763324930677434380,74.0
1763324930743635543,73.0
1763324930789152736,71.0
1763324930859522867,70.0
1763324930900179087,68.0
1763324930987825987,65.0
1763324931017163221,64.0
1763324931080687816,62.0
1763324931106354168,61.0
1763324931164747547,60.0
1763324931188357688,59.0
1763324931231826223,58.0
1763324931272891663,57.0
1763324931325144216,56.0
1763324931391702023,55.0
1763324931449877960,54.0
1763324931526628054,53.0
1763324931590362859,52.0
1763324931712314529,51.0
1763324931786100179,50.0
1763324931853221640,49.0
1763324931988366489,48.0
1763324932029591707,47.0
1763324932046565466,46.0
1763324932120177931,45.0
1763324932159053144,44.0
1763324932214788898,42.0
1763324932214924483,41.0
1763324932263278856,40.0
1763324932288458100,39.0
1763324932321962094,38.0
1763324932353801880,37.0
1763324932378101564,36.0
1763324932415096694,35.0
1763324932460219037,34.0
1763324932497871038,33.0
1763324932506577200,32.0
1763324932581451021,30.0
1763324932610044953,29.0
1763324932642154406,28.0
1763324932675547135,27.0
1763324932766653940,25.0
1763324932790734198,23.0
1763324932825022967,22.0
1763324932880697089,20.0
1763324932919838575,19.0
1763324932954817463,18.0
1763324932984538189,17.0
1763324933022744243,16.0
1763324933065683718,15.0
1763324933103165766,14.0
1763324933202365384,13.0
1763324933404599952,12.0
1763324933644608154,11.0
1763324933746186451,10.0
1763324933782895179,9.0
1763324933847766059,8.0
1763324934024111233,7.0
1763324934107745522,6.0
1763324934273097441,5.0
1763324942423391092,6.0
1763324942590851074,7.0
1763324942821141153,9.0
1763324942864712252,11.0
1763324942922669248,14.0
1763324942973507840,15.0
1763324943011687848,17.0
1763324943091205752,18.0
1763324944485749050,19.0
1763324944539570775,23.0
1763324944550798785,24.0
1763324944593128306,25.0
1763324944609537229,26.0
1763324944640577170,28.0
1763324944670963922,29.0
1763324944784945416,30.0
1763324944827698269,31.0
1763324945932204116,32.0
1763324946003807450,33.0
1763324946021055582,35.0
1763324946061645470,37.0
1763324946120909072,38.0
1763324946144760850,40.0
1763324946180490916,41.0
1763324946205444305,43.0
1763324946408944697,44.0
1763324947338452035,46.0
1763324947370326289,47.0
1763324947400835378,48.0
1763324947436859624,51.0
1763324947452750975,52.0
1763324947485388628,54.0
1763324947633398128,55.0
1763324947668598749,57.0
1763324948944140996,58.0
1763324948974980041,60.0
1763324949014533664,62.0
1763324949043631924,65.0
1763324949092571173,67.0
1763324949308153605,68.0
1763324950218528397,71.0
1763324950247859011,73.0
1763324950275090310,75.0
1763324950297078103,76.0
1763324950327358135,78.0
1763324950382151872,79.0
1763324951453859662,80.0
1763324951521260559,82.0
1763324951591575884,84.0
1763324951632976822,88.0
1763324951890943851,89.0
1763324952749799739,90.0
1763324952798409130,91.0
1763324952825406059,92.0
1763324952911059354,93.0
1763324952936279114,94.0
1763324952960159981,95.0
1763324953015380155,96.0
1763324953074926994,97.0
1763324953139691164,98.0
1763324953357200628,99.0
1763324953476855112,100.0
1763324958575186820,99.0
1763324958624582108,97.0
1763324958642475271,95.0
1763324958694041268,90.0
1763324958736792333,86.0
1763324958753400684,83.0
1763324958786296743,82.0
1763324958811663801,80.0
1763324958858300855,77.0
1763324958872819874,76.0
1763324958924128013,70.0
1763324958959671105,69.0
1763324958994308428,68.0
1763324959034213258,67.0
1763324959067724299,61.0
1763324959092973980,58.0
1763324959146799552,55.0
1763324959182957594,53.0
1763324959196269945,52.0
1763324959247623557,51.0
1763324959278838319,49.0
1763324962673849955,47.0
1763324962728300077,46.0
1763324962747483589,45.0
1763324962790281632,43.0
1763324962831908271,38.0
1763324962890688259,37.0
1763324964798647317,28.0
1763324964843145377,27.0
1763324967154289654,26.0
1763324967204598075,24.0
1763324967208454976,23.0
1763324967236697872,21.0
1763324967289371947,20.0
1763324969958778697,21.0
1763324969978566824,22.0
1763324970032202701,23.0
1763324970069698551,25.0
1763324970072072622,27.0
1763324970091855277,29.0
1763324971820517502,30.0
1763324971824603909,32.0
1763324971865893748,34.0
1763324971887522885,36.0
1763324971914315112,38.0
1763324971930854023,40.0
1763324971953022653,41.0
1763324972362431314,40.0
1763324973886521667,42.0
1763324973916919817,44.0
1763324974003348941,47.0
1763324974038436097,49.0
1763324974187019679,50.0
1763324974236134874,52.0
1763324974321207314,53.0
1763324975588907428,54.0
1763324975621832835,56.0
1763324975652630126,57.0
1763324975677157435,58.0
1763324975713749950,60.0
1763324975743028185,63.0
1763324975759731195,66.0
1763324975794214409,68.0
1763324975815997372,69.0
1763324975922649413,70.0
1763324977041543171,71.0
1763324977107854150,72.0
1763324977147696393,74.0
1763324977218528888,75.0
1763324977260972788,76.0
1763324977303686578,77.0
1763324977368316805,78.0
1763324977554521523,79.0
1763324977585947076,78.0
1763324977668720967,79.0
1763324977754175076,80.0
1763324977812781692,81.0
1763324978218066073,83.0
1763324978296985176,85.0
1763324978342896597,86.0
1763324978396312956,87.0
1763324978450523530,88.0
1763324978475398140,89.0
1763324978525012381,90.0
1763324978551832322,91.0
1763324978584778113,92.0
1763324978643133656,95.0
1763324978735771099,96.0
1763324978795458847,97.0
1763324978839649804,98.0
1763324979022882974,99.0
1763324979101613851,100.0
1763324980922865471,99.0
1763324980938401302,97.0
1763324980971151476,94.0
1763324981012513574,92.0
1763324981046108589,85.0
1763324981052831663,80.0
1763324981085463340,76.0
1763324981107790853,72.0
1763324981148548498,67.0
1763324981176094462,54.0
1763324981200522027,50.0
1763324981246734157,48.0
1763324981276757841,46.0
1763324981295616361,41.0
1763324981325653069,37.0
1763324981354786632,33.0
1763324981386377500,30.0
1763324981420899595,27.0
1763324981471801307,23.0
1763324981489978443,21.0
1763324981515446755,20.0
1763324981555028164,18.0
1763324981607858118,17.0
1763324981624869004,15.0
1763324981656046267,14.0
1763324981697965811,13.0
1763324981725419486,12.0
1763324981828286151,9.0
1763324981939591074,7.0
1763324986756404879,8.0
1763324988441066716,9.0
1763324989282905061,10.0
1763324989351350147,11.0
1763324989379895578,12.0
1763324989450310123,13.0
1763324989483298606,14.0
1763324989565915638,15.0
1763324989636343528,16.0
1763324989731500939,17.0
1763324989763790279,19.0
1763324989779203389,22.0
1763324989814637464,23.0
1763324989870519163,25.0
1763324990072041967,26.0
1763324990889413298,27.0
1763324991131049649,28.0
1763324991388718125,29.0
1763324991477420179,30.0
1763324991528518759,31.0
1763324991557550084,32.0
1763324991597536108,33.0
1763324991610506571,34.0
1763324991774472625,35.0
1763324991793643565,36.0
1763324991824123384,37.0
1763325006204814621,36.0
1763325006655317833,35.0
1763325006963555124,34.0
1763325007218113870,33.0
1763325009204172913,32.0
1763325010996044998,33.0
1763325011057627818,34.0
1763325011090675922,35.0
1763325011136108598,36.0
1763325011179876104,37.0
1763325011208516709,38.0
1763325011255254389,39.0
1763325011334882188,41.0
1763325011403251475,42.0
1763325011436263995,43.0
1763325011492767820,44.0
1763325011589043049,45.0
1763325011648776186,46.0
1763325011754156081,48.0
1763325011852277023,49.0
1763325011913804930,51.0
1763325011957516756,52.0
1763325011992947348,53.0
1763325012017060964,54.0
1763325012071141054,55.0
1763325012179856918,56.0
1763325012243569615,57.0
1763325012411327123,58.0
1763325012439313129,59.0
1763325012523774384,60.0
1763325012557653313,61.0
1763325012652880372,62.0
1763325012737790720,63.0
1763325012807594101,64.0
1763325012859846269,65.0
1763325012987125294,66.0
1763325013017941152,67.0
1763325013046625181,68.0
1763325013406891261,69.0
1763325014314083902,70.0
1763325014494371328,71.0
1763325014610734214,72.0
1763325014837805690,73.0
1763325015057826472,74.0
1763325016561239880,75.0
1763325016695263008,76.0
1763325017256115575,77.0
1763325017291138068,78.0
1763325023176997667,77.0
1763325023467131483,76.0
1763325023792196561,75.0
1763325148732810957,74.0
1763325149100171122,73.0
1763325149844267363,72.0
1763325149958496589,71.0
1763325150272804827,70.0
1763325150297908200,69.0
1763325150359290939,68.0
1763325150410730660,66.0
1763325150441993075,65.0
1763325150514410429,64.0
1763325150649914892,63.0
1763325150698815353,61.0
1763325150762202785,60.0
1763325150832604693,59.0
1763325150882860209,58.0
1763325151283288989,57.0
1763325151355005631,56.0
1763325151991676502,55.0
1763325152926730550,54.0
1763325152999287138,53.0
1763325153017800841,52.0
1763325153146048876,51.0
1763325153187276711,50.0
1763325153238602031,49.0
1763325153266812478,48.0
1763325153319421140,47.0
1763325153386064161,46.0
1763325153462628152,45.0
1763325153515009995,44.0
1763325153525736158,43.0
1763325153680648640,42.0
1763325153710837156,41.0
1763325153774785620,40.0
1763325153822890489,39.0
1763325153908827125,38.0
1763325153951286909,37.0
1763325154012294957,36.0
1763325154048579380,35.0
1763325154067289789,34.0
1763325154180441918,33.0
1763325154285517576,32.0
1763325154304164529,31.0
1763325154449653358,30.0
1763325154508154755,29.0
1763325154582523875,28.0
1763325154623306554,26.0
1763325154702732304,25.0
1763325154753757109,23.0
1763325154808135454,22.0
1763325154945226656,21.0
1763325155015161425,20.0
1763325155137363476,19.0
1763325155336530291,18.0
1763325231018110674,17.0
1763325231112521899,13.0
1763325231168111125,6.0
1763325231171825854,3.0
1763325231267051072,2.0
1763325231302091046,1.0
1763325231884661168,0.0
