timestamp,can_msg.data,can_msg.dlc,can_msg.id,glow_plug_i,glow_plug_v,header.frame_id,header.stamp.nanosec,header.stamp.sec,sekevence
1763324738638868936,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,636267956,1763324738,0
1763324738711374923,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,708708471,1763324738,0
1763324738797210835,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,796281548,1763324738,0
1763324738890961591,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,890080785,1763324738,0
1763324739005319607,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,4381520,1763324739,0
1763324739093140879,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,86325499,1763324739,0
1763324739202105831,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,201258144,1763324739,0
1763324739287082153,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,286273923,1763324739,0
1763324739400741989,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,400419875,1763324739,0
1763324739485895849,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,485705351,1763324739,0
1763324739641527714,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,641282816,1763324739,0
1763324739716336120,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,713644355,1763324739,0
1763324739796366325,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,795594351,1763324739,0
1763324739888947089,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,888616590,1763324739,0
1763324740001922631,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,871071,1763324740,0
1763324740095901231,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,93127322,1763324740,0
1763324740206555989,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,206234963,1763324740,0
1763324740289283592,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,288340032,1763324740,0
1763324740401946749,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,400955701,1763324740,0
1763324740494226680,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,493324433,1763324740,0
1763324740649232142,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,647922436,1763324740,0
1763324740720715787,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,719915653,1763324740,0
1763324740802838201,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,802505046,1763324740,0
1763324740899214739,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,898473517,1763324740,0
1763324741013910744,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,13218802,1763324741,0
1763324741099746115,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,97546098,1763324741,0
1763324741206642957,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,205495653,1763324741,0
1763324741301971552,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,298955466,1763324741,0
1763324741407530337,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,405725139,1763324741,0
1763324741500725764,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,500500642,1763324741,0
1763324741646470549,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,646101203,1763324741,0
1763324741720362758,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,720113604,1763324741,0
1763324741803446972,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,803195898,1763324741,0
1763324741898259499,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,896392029,1763324741,0
1763324742015054849,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,14160378,1763324742,0
1763324742103777283,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,103091582,1763324742,0
1763324742217365218,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,216781309,1763324742,0
1763324742300882556,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,299524434,1763324742,0
1763324742414848382,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,413583316,1763324742,0
1763324742499792739,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,498082806,1763324742,0
1763324742654827613,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,653032495,1763324742,0
1763324742727594757,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,726112826,1763324742,0
1763324742809212945,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,807612581,1763324742,0
1763324742900423334,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,899787937,1763324742,0
1763324743013085886,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,12667259,1763324743,0
1763324743105619902,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,105255163,1763324743,0
1763324743208016393,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,207628870,1763324743,0
1763324743300276199,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,299680098,1763324743,0
1763324743413645253,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,413390467,1763324743,0
1763324743506687529,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,505931683,1763324743,0
1763324743652251708,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,650899058,1763324743,0
1763324743723392249,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,723077207,1763324743,0
1763324743821201953,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,820115993,1763324743,0
1763324743904465275,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,903875830,1763324743,0
1763324744016956787,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,16566416,1763324744,0
1763324744108979184,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,108586701,1763324744,0
1763324744211882208,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,211303771,1763324744,0
1763324744306616049,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,305766059,1763324744,0
1763324744419047498,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,418736871,1763324744,0
1763324744502357860,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,502049634,1763324744,0
1763324744657730692,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,656346874,1763324744,0
1763324744730834833,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,730308397,1763324744,0
1763324744812683617,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,812115644,1763324744,0
1763324744908118136,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,906669549,1763324744,0
1763324745023035043,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,21796122,1763324745,0
1763324745105275223,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,104052493,1763324745,0
1763324745218044851,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,216698825,1763324745,0
1763324745310301939,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,308815432,1763324745,0
1763324745423912982,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,423526643,1763324745,0
1763324745505467556,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,504824031,1763324745,0
1763324745661162280,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,659772285,1763324745,0
1763324745733145709,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,732349383,1763324745,0
1763324745827652862,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,826961721,1763324745,0
1763324745910453654,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,909811857,1763324745,0
1763324746025991751,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,23211890,1763324746,0
1763324746116661276,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,116128696,1763324746,0
1763324746218916809,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,218025411,1763324746,0
1763324746314355075,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,313345979,1763324746,0
1763324746427121120,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,424975664,1763324746,0
1763324746513278802,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,512009993,1763324746,0
1763324746668391732,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,667761135,1763324746,0
1763324746743762707,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,741925093,1763324746,0
1763324746828086616,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,826059464,1763324746,0
1763324746911021489,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,910158539,1763324746,0
1763324747026810630,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,25053657,1763324747,0
1763324747119832654,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,118261058,1763324747,0
1763324747222035164,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,221062580,1763324747,0
1763324747314213277,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,313588600,1763324747,0
1763324747427366111,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,426849531,1763324747,0
1763324747519763746,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,519440960,1763324747,0
1763324747664113106,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,663386925,1763324747,0
1763324747736117913,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,735870840,1763324747,0
1763324747829085601,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,828328731,1763324747,0
1763324747921206658,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,920980000,1763324747,0
1763324748030705128,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,29761888,1763324748,0
1763324748122648648,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,122022051,1763324748,0
1763324748225244794,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,224952120,1763324748,0
1763324748317498717,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,316999353,1763324748,0
1763324748430367070,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,429488695,1763324748,0
1763324748523092837,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,522448480,1763324748,0
1763324748668189468,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,667068852,1763324748,0
1763324748739739553,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,739448030,1763324748,0
1763324748832847754,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,832643593,1763324748,0
1763324748920312232,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,919787492,1763324748,0
1763324749033280778,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,32697734,1763324749,0
1763324749126569430,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,126162483,1763324749,0
1763324749228843975,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,228541189,1763324749,0
1763324749321509166,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,321298668,1763324749,0
1763324749428237761,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,427359994,1763324749,0
1763324749520536677,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,519869536,1763324749,0
1763324749674683108,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,674240865,1763324749,0
1763324749747056495,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,746636620,1763324749,0
1763324749830512304,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,829661993,1763324749,0
1763324749922735411,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,922218992,1763324749,0
1763324750036896608,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,36553181,1763324750,0
1763324750120069887,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,119608219,1763324750,0
1763324750233629288,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,233081443,1763324750,0
1763324750326042222,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,325483082,1763324750,0
1763324750438871729,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,438395789,1763324750,0
1763324750522115953,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,521177513,1763324750,0
1763324750677454170,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,677006039,1763324750,0
1763324750749654821,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,749205090,1763324750,0
1763324750842687280,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,841842921,1763324750,0
1763324750925024361,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,924234275,1763324750,0
1763324751039396760,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,38389104,1763324751,0
1763324751130376628,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,130008177,1763324751,0
1763324751244010879,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,243698748,1763324751,0
1763324751326427673,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,326021782,1763324751,0
1763324751440525799,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,440202532,1763324751,0
1763324751535151199,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,534470682,1763324751,0
1763324751680732991,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,679748408,1763324751,0
1763324751753263630,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,752575624,1763324751,0
1763324751846045464,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,845430835,1763324751,0
1763324751930459265,[0 0 0 0 0 0 0 0],7,264,[0. 0.],[0. 0.],Glow Plugs,929409081,1763324751,0
