timestamp,can_msg.data,can_msg.dlc,can_msg.id,error,header.frame_id,header.stamp.nanosec,header.stamp.sec,integrator,pump_power,windup
1763324729697089152,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,687150774,1763324729,64163.0,0.0,517
1763324729782203034,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,781676918,1763324729,64163.0,0.0,517
1763324729864050299,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,863605624,1763324729,64163.0,0.0,517
1763324729982732207,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,982153259,1763324729,64163.0,0.0,517
1763324730065295511,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,64186639,1763324730,64163.0,0.0,517
1763324730177606141,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,176850903,1763324730,64163.0,0.0,517
1763324730269683916,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,268941606,1763324730,64163.0,0.0,517
1763324730383029785,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,382157907,1763324730,64163.0,0.0,517
1763324730476062095,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,474902951,1763324730,64163.0,0.0,517
1763324730619525470,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,618819800,1763324730,64163.0,0.0,517
1763324730696161081,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,695673046,1763324730,64163.0,0.0,517
1763324730785507060,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,784659630,1763324730,64163.0,0.0,517
1763324730867801690,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,866748850,1763324730,64163.0,0.0,517
1763324730980982630,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,979662908,1763324730,64163.0,0.0,517
1763324731073111094,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,72287088,1763324731,64163.0,0.0,517
1763324731183992083,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,183562639,1763324731,64163.0,0.0,517
1763324731278271251,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,275708928,1763324731,64163.0,0.0,517
1763324731389994134,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,389057999,1763324731,64163.0,0.0,517
1763324731471860057,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,471324821,1763324731,64163.0,0.0,517
1763324731627434820,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,626660638,1763324731,64163.0,0.0,517
1763324731702682070,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,700792872,1763324731,64163.0,0.0,517
1763324731785186719,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,784493241,1763324731,64163.0,0.0,517
1763324731878948027,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,878266934,1763324731,64163.0,0.0,517
1763324731985105396,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,984642033,1763324731,64163.0,0.0,517
1763324732076419263,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,75718842,1763324732,64163.0,0.0,517
1763324732190044274,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,189607662,1763324732,64163.0,0.0,517
1763324732272853757,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,272598587,1763324732,64163.0,0.0,517
1763324732388642208,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,386320686,1763324732,64163.0,0.0,517
1763324732480853586,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,480423790,1763324732,64163.0,0.0,517
1763324732638534606,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,638088394,1763324732,64163.0,0.0,517
1763324732712341302,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,711599088,1763324732,64163.0,0.0,517
1763324732783993006,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,783440490,1763324732,64163.0,0.0,517
1763324732880906499,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,878718771,1763324732,64163.0,0.0,517
1763324732991148892,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,990490615,1763324732,64163.0,0.0,517
1763324733084737209,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,82721066,1763324733,64163.0,0.0,517
1763324733186140561,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,185495053,1763324733,64163.0,0.0,517
1763324733281310779,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,280762807,1763324733,64163.0,0.0,517
1763324733393721925,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,393278594,1763324733,64163.0,0.0,517
1763324733477247415,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,476697139,1763324733,64163.0,0.0,517
1763324733633110375,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,631618364,1763324733,64163.0,0.0,517
1763324733704766048,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,704565951,1763324733,64163.0,0.0,517
1763324733788105393,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,786990056,1763324733,64163.0,0.0,517
1763324733884191169,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,883429179,1763324733,64163.0,0.0,517
1763324733995472547,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,993798134,1763324733,64163.0,0.0,517
1763324734082341007,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,80603042,1763324734,64163.0,0.0,517
1763324734195704450,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,194980540,1763324734,64163.0,0.0,517
1763324734297144795,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,296433622,1763324734,64163.0,0.0,517
1763324734395075482,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,394552214,1763324734,64163.0,0.0,517
1763324734487157517,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,486285607,1763324734,64163.0,0.0,517
1763324734631792427,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,631507433,1763324734,64163.0,0.0,517
1763324734703826599,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,703620934,1763324734,64163.0,0.0,517
1763324734799745911,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,796365598,1763324734,64163.0,0.0,517
1763324734888669011,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,888476529,1763324734,64163.0,0.0,517
1763324734991110196,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,990911634,1763324734,64163.0,0.0,517
1763324735084746611,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,84301072,1763324735,64163.0,0.0,517
1763324735197473027,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,197278369,1763324735,64163.0,0.0,517
1763324735289679608,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,289428406,1763324735,64163.0,0.0,517
1763324735394847887,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,394313610,1763324735,64163.0,0.0,517
1763324735488845169,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,488258701,1763324735,64163.0,0.0,517
1763324735636151364,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,635752737,1763324735,64163.0,0.0,517
1763324735708533381,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,708237026,1763324735,64163.0,0.0,517
1763324735801509727,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,801299550,1763324735,64163.0,0.0,517
1763324735884974067,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,884503087,1763324735,64163.0,0.0,517
1763324735999289038,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,998033989,1763324735,64163.0,0.0,517
1763324736092999760,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,91497156,1763324736,64163.0,0.0,517
1763324736200690746,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,200109366,1763324736,64163.0,0.0,517
1763324736290091515,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,289274645,1763324736,64163.0,0.0,517
1763324736403705459,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,403152719,1763324736,64163.0,0.0,517
1763324736485515099,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,485198008,1763324736,64163.0,0.0,517
1763324736641040909,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,640202375,1763324736,64163.0,0.0,517
1763324736715058939,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,713971731,1763324736,64163.0,0.0,517
1763324736807086608,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,806455467,1763324736,64163.0,0.0,517
1763324736889190714,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,888384436,1763324736,64163.0,0.0,517
1763324737002382638,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,1797097,1763324737,64163.0,0.0,517
1763324737103632041,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,94638853,1763324737,64163.0,0.0,517
1763324737199034776,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,198700758,1763324737,64163.0,0.0,517
1763324737291321872,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,290477674,1763324737,64163.0,0.0,517
1763324737405167275,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,404346500,1763324737,64163.0,0.0,517
1763324737491213459,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,490527790,1763324737,64163.0,0.0,517
1763324737646382149,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,645718240,1763324737,64163.0,0.0,517
1763324737719340075,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,718420805,1763324737,64163.0,0.0,517
1763324737801445463,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,800914675,1763324737,64163.0,0.0,517
1763324737897990222,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,897141768,1763324737,64163.0,0.0,517
1763324738010770113,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,10267901,1763324738,64163.0,0.0,517
1763324738093165551,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,92634731,1763324738,64163.0,0.0,517
1763324738208830360,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,207882577,1763324738,64163.0,0.0,517
1763324738298498653,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,298071706,1763324738,64163.0,0.0,517
1763324738411115312,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,410643308,1763324738,64163.0,0.0,517
1763324738493089883,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,492757688,1763324738,64163.0,0.0,517
1763324738648162798,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,646564322,1763324738,64163.0,0.0,517
1763324738719456712,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,718981541,1763324738,64163.0,0.0,517
1763324738807333504,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,806568090,1763324738,64163.0,0.0,517
1763324738907523284,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,900663040,1763324738,64163.0,0.0,517
1763324739015551108,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,14687070,1763324739,64163.0,0.0,517
1763324739097151565,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,96735114,1763324739,64163.0,0.0,517
1763324739213556637,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,212726135,1763324739,64163.0,0.0,517
1763324739297999196,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,296711186,1763324739,64163.0,0.0,517
1763324739411271029,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,410491791,1763324739,64163.0,0.0,517
1763324739497344383,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,496194519,1763324739,64163.0,0.0,517
1763324739652283379,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,651586414,1763324739,64163.0,0.0,517
1763324739725747967,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,725092186,1763324739,64163.0,0.0,517
1763324739806395809,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,805905917,1763324739,64163.0,0.0,517
1763324739900228646,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,899744419,1763324739,64163.0,0.0,517
1763324740013206461,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,12516663,1763324740,64163.0,0.0,517
1763324740105103541,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,103474696,1763324740,64163.0,0.0,517
1763324740217517864,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,216631073,1763324740,64163.0,0.0,517
1763324740300178490,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,298762319,1763324740,64163.0,0.0,517
1763324740412327563,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,411409540,1763324740,64163.0,0.0,517
1763324740504206435,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,503711775,1763324740,64163.0,0.0,517
1763324740658702389,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,658043792,1763324740,64163.0,0.0,517
1763324740730834904,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,730238003,1763324740,64163.0,0.0,517
1763324740813870380,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,812928805,1763324740,64163.0,0.0,517
1763324740907780148,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,906900941,1763324740,64163.0,0.0,517
1763324741024166821,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,22442232,1763324741,64163.0,0.0,517
1763324741110632981,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,109200394,1763324741,64163.0,0.0,517
1763324741217401567,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,216709850,1763324741,64163.0,0.0,517
1763324741310179871,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,309338392,1763324741,64163.0,0.0,517
1763324741416574662,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,416057538,1763324741,64163.0,0.0,517
1763324741511522550,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,510870417,1763324741,64163.0,0.0,517
1763324741657437673,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,657040742,1763324741,64163.0,0.0,517
1763324741731099223,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,730881366,1763324741,64163.0,0.0,517
1763324741814038508,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,813603593,1763324741,64163.0,0.0,517
1763324741909657858,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,909058077,1763324741,64163.0,0.0,517
1763324742025187310,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,24509961,1763324742,64163.0,0.0,517
1763324742114340531,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,113688590,1763324742,64163.0,0.0,517
1763324742227775473,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,227154156,1763324742,64163.0,0.0,517
1763324742311150442,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,309868896,1763324742,64163.0,0.0,517
1763324742425412718,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,424785225,1763324742,64163.0,0.0,517
1763324742510074641,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,509198858,1763324742,64163.0,0.0,517
1763324742666270548,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,664865289,1763324742,64163.0,0.0,517
1763324742736989357,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,735818596,1763324742,64163.0,0.0,517
1763324742818849819,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,818125653,1763324742,64163.0,0.0,517
1763324742912143263,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,911015255,1763324742,64163.0,0.0,517
1763324743023280748,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,22975913,1763324743,64163.0,0.0,517
1763324743115851564,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,115631626,1763324743,64163.0,0.0,517
1763324743219504864,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,218544409,1763324743,64163.0,0.0,517
1763324743312481316,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,311450172,1763324743,64163.0,0.0,517
1763324743424061524,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,423710642,1763324743,64163.0,0.0,517
1763324743517275481,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,516430643,1763324743,64163.0,0.0,517
1763324743664194519,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,663653299,1763324743,64163.0,0.0,517
1763324743733954250,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,733420774,1763324743,64163.0,0.0,517
1763324743831486960,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,830873067,1763324743,64163.0,0.0,517
1763324743913328606,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,912746554,1763324743,64163.0,0.0,517
1763324744027581764,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,26914174,1763324744,64163.0,0.0,517
1763324744119791330,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,119211390,1763324744,64163.0,0.0,517
1763324744222178702,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,221666250,1763324744,64163.0,0.0,517
1763324744316652286,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,316161146,1763324744,64163.0,0.0,517
1763324744429830268,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,429017334,1763324744,64163.0,0.0,517
1763324744514589602,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,513010550,1763324744,64163.0,0.0,517
1763324744668173780,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,666717769,1763324744,64163.0,0.0,517
1763324744741297633,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,740761117,1763324744,64163.0,0.0,517
1763324744822876846,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,822372106,1763324744,64163.0,0.0,517
1763324744919273741,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,917324606,1763324744,64163.0,0.0,517
1763324745033958647,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,33149808,1763324745,64163.0,0.0,517
1763324745114852768,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,114449277,1763324745,64163.0,0.0,517
1763324745228754501,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,228284449,1763324745,64163.0,0.0,517
1763324745320850115,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,319424889,1763324745,64163.0,0.0,517
1763324745432752441,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,432226453,1763324745,64163.0,0.0,517
1763324745516430264,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,515414320,1763324745,64163.0,0.0,517
1763324745670966355,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,670072140,1763324745,64163.0,0.0,517
1763324745743241114,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,742585237,1763324745,64163.0,0.0,517
1763324745836429761,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,835718715,1763324745,64163.0,0.0,517
1763324745921528714,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,919457754,1763324745,64163.0,0.0,517
1763324746035246062,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,33846371,1763324746,64163.0,0.0,517
1763324746127013643,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,126286982,1763324746,64163.0,0.0,517
1763324746236759570,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,236309870,1763324746,64163.0,0.0,517
1763324746322125662,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,321627994,1763324746,64163.0,0.0,517
1763324746438740441,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,437855986,1763324746,64163.0,0.0,517
1763324746522994237,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,522107734,1763324746,64163.0,0.0,517
1763324746679469032,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,677826652,1763324746,64163.0,0.0,517
1763324746754312036,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,752566615,1763324746,64163.0,0.0,517
1763324746838747305,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,837356350,1763324746,64163.0,0.0,517
1763324746921277024,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,920558682,1763324746,64163.0,0.0,517
1763324747036940756,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,35360488,1763324747,64163.0,0.0,517
1763324747131521255,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,130786050,1763324747,64163.0,0.0,517
1763324747231844455,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,231216930,1763324747,64163.0,0.0,517
1763324747323926824,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,323685894,1763324747,64163.0,0.0,517
1763324747437886288,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,437057481,1763324747,64163.0,0.0,517
1763324747532003200,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,531493340,1763324747,64163.0,0.0,517
1763324747674578915,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,673821949,1763324747,64163.0,0.0,517
1763324747747649330,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,747264079,1763324747,64163.0,0.0,517
1763324747839175342,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,838774859,1763324747,64163.0,0.0,517
1763324747931916052,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,931551793,1763324747,64163.0,0.0,517
1763324748041387866,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,40358866,1763324748,64163.0,0.0,517
1763324748132647477,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,132436883,1763324748,64163.0,0.0,517
1763324748235838444,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,235317384,1763324748,64163.0,0.0,517
1763324748328156431,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,327274952,1763324748,64163.0,0.0,517
1763324748441883190,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,441510131,1763324748,64163.0,0.0,517
1763324748533457364,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,532754895,1763324748,64163.0,0.0,517
1763324748678392331,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,677498468,1763324748,64163.0,0.0,517
1763324748749923375,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,749750477,1763324748,64163.0,0.0,517
1763324748843785726,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,843001304,1763324748,64163.0,0.0,517
1763324748931365181,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,930395990,1763324748,64163.0,0.0,517
1763324749043596569,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,43161942,1763324749,64163.0,0.0,517
1763324749136667684,[250 163   2   5   4 120   0   0],8,265,1144.0,NgReg,136345345,1763324749,64163.0,0.0,517
