timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,last_off_egt,last_off_pump_power,last_off_rpm,last_off_state,last_off_state_str,last_runtime
1763324730567974109,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,567167831,1763324730,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324731575350303,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,574482904,1763324731,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324732584314616,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,583686803,1763324732,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324733579481525,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,579211411,1763324733,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324734582097142,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,581325456,1763324734,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324735584323423,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,584115293,1763324735,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324736589108295,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,588632803,1763324736,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324737593194100,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,592654448,1763324737,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324738598685496,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,596273926,1763324738,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324739600792974,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,600128105,1763324739,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324740607207215,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,606219752,1763324740,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324741604746041,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,604399126,1763324741,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324742612049112,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,611365139,1763324742,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324743610426078,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,609478231,1763324743,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324744615590147,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,615375457,1763324744,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324745619000838,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,617967646,1763324745,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324746628177824,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,624916071,1763324746,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324747622234322,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,621896687,1763324747,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324748626346684,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,625798328,1763324748,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324749633345127,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,632949380,1763324749,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324750635546200,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,635057172,1763324750,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324751638118839,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,637891190,1763324751,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324752644040060,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,643304534,1763324752,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324753644606977,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,644124094,1763324753,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324754649566964,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,649222577,1763324754,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324755649951406,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,649422538,1763324755,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324756660732900,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,658884310,1763324756,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324757657501528,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,657001685,1763324757,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324758667312125,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,666190164,1763324758,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324759663789252,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,663115519,1763324759,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324760672099411,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,671776336,1763324760,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324761671340998,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,670902306,1763324761,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324762672748372,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,672218544,1763324762,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324763675299062,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,674874739,1763324763,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324764678410951,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,677897667,1763324764,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324765686483882,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,685939846,1763324765,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324766689285679,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,687202782,1763324766,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324767694428016,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,693976205,1763324767,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324768693029865,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,692071137,1763324768,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324769698502978,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,697834909,1763324769,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324770705282769,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,704353898,1763324770,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324771702230908,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,701740153,1763324771,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324772706841647,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,706107657,1763324772,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324773712108018,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,711751055,1763324773,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324774718500616,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,718253350,1763324774,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324775722667255,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,722323156,1763324775,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324776727234099,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,726550094,1763324776,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324777731117205,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,730678866,1763324777,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324778724989042,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,724649551,1763324778,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324779732624390,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,731055642,1763324779,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324780736483975,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,736178213,1763324780,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324781735920975,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,735399435,1763324781,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324782739645796,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,738333946,1763324782,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324783741666710,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,741105777,1763324783,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324784747169934,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,746586633,1763324784,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324785757922266,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,757414070,1763324785,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324786752122604,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,751877034,1763324786,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324787759292464,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,758392681,1763324787,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324788764526607,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,763747433,1763324788,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324789761385589,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,760712719,1763324789,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324790771699186,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,771525520,1763324790,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324791776629421,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,775773382,1763324791,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324792778534042,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,776119303,1763324792,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324793781995774,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,781421369,1763324793,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324794778368115,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,777805294,1763324794,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324795782718578,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,782424016,1763324795,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324796784701864,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,784070435,1763324796,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324797794658474,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,794357639,1763324797,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324798795051783,[  0  62  14 242   2   3  45  15],8,260,Last Run Info,794752485,1763324798,515,22.5,3826,15,IGNITORS PREHEAT,62
1763324799794505447,[  0   0  14 242   2   3  45  15],8,260,Last Run Info,793375966,1763324799,515,22.5,3826,15,IGNITORS PREHEAT,0
1763324800797874705,[  0   1  14 242   2   3  45  15],8,260,Last Run Info,797253580,1763324800,515,22.5,3826,15,IGNITORS PREHEAT,1
1763324801804273854,[  0   2  14 242   2   3  45  15],8,260,Last Run Info,803025972,1763324801,515,22.5,3826,15,IGNITORS PREHEAT,2
1763324802807322841,[  0   3  14 242   2   3  45  15],8,260,Last Run Info,806749333,1763324802,515,22.5,3826,15,IGNITORS PREHEAT,3
1763324803812194254,[  0   4  14 242   2   3  45  15],8,260,Last Run Info,811208454,1763324803,515,22.5,3826,15,IGNITORS PREHEAT,4
1763324804818822331,[  0   5  14 242   2   3  45  15],8,260,Last Run Info,818265526,1763324804,515,22.5,3826,15,IGNITORS PREHEAT,5
1763324805815194333,[  0   6  14 242   2   3  45  15],8,260,Last Run Info,814907419,1763324805,515,22.5,3826,15,IGNITORS PREHEAT,6
1763324806822099552,[  0   7  14 242   2   3  45  15],8,260,Last Run Info,821378778,1763324806,515,22.5,3826,15,IGNITORS PREHEAT,7
