timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,runs_aborted,runs_ok,total_runtime
1763324916169042552,[  0  42   0  16   0   0  51 107],8,259,Statistics,168362034,1763324916,16,42,13163
1763324917172545878,[  0  42   0  16   0   0  51 108],8,259,Statistics,172228019,1763324917,16,42,13164
1763324918176064379,[  0  42   0  16   0   0  51 109],8,259,Statistics,175791704,1763324918,16,42,13165
1763324919179957196,[  0  42   0  16   0   0  51 110],8,259,Statistics,178738112,1763324919,16,42,13166
1763324920186956929,[  0  42   0  16   0   0  51 111],8,259,Statistics,186602462,1763324920,16,42,13167
1763324921182611190,[  0  42   0  16   0   0  51 112],8,259,Statistics,182079089,1763324921,16,42,13168
1763324922189365593,[  0  42   0  16   0   0  51 113],8,259,Statistics,188458992,1763324922,16,42,13169
1763324923191856988,[  0  42   0  16   0   0  51 114],8,259,Statistics,191322711,1763324923,16,42,13170
1763324924196351994,[  0  42   0  16   0   0  51 115],8,259,Statistics,196151000,1763324924,16,42,13171
1763324925202308462,[  0  42   0  16   0   0  51 116],8,259,Statistics,202098508,1763324925,16,42,13172
1763324926199271702,[  0  42   0  16   0   0  51 117],8,259,Statistics,198803825,1763324926,16,42,13173
1763324927207761392,[  0  42   0  16   0   0  51 118],8,259,Statistics,207450094,1763324927,16,42,13174
1763324928211871306,[  0  42   0  16   0   0  51 119],8,259,Statistics,211452423,1763324928,16,42,13175
1763324929211682276,[  0  42   0  16   0   0  51 120],8,259,Statistics,211478850,1763324929,16,42,13176
1763324930216556885,[  0  42   0  16   0   0  51 121],8,259,Statistics,216088240,1763324930,16,42,13177
1763324931215333204,[  0  42   0  16   0   0  51 122],8,259,Statistics,214981617,1763324931,16,42,13178
1763324932221710435,[  0  42   0  16   0   0  51 123],8,259,Statistics,221260862,1763324932,16,42,13179
1763324933230601040,[  0  42   0  16   0   0  51 124],8,259,Statistics,229649480,1763324933,16,42,13180
1763324934224638491,[  0  42   0  16   0   0  51 125],8,259,Statistics,224168246,1763324934,16,42,13181
1763324935236889335,[  0  42   0  16   0   0  51 126],8,259,Statistics,236326962,1763324935,16,42,13182
1763324936240379338,[  0  42   0  16   0   0  51 127],8,259,Statistics,239480353,1763324936,16,42,13183
1763324937239337753,[  0  42   0  16   0   0  51 128],8,259,Statistics,239111671,1763324937,16,42,13184
1763324938241922674,[  0  42   0  16   0   0  51 129],8,259,Statistics,241675408,1763324938,16,42,13185
1763324939246637415,[  0  42   0  16   0   0  51 130],8,259,Statistics,246381317,1763324939,16,42,13186
1763324940250382043,[  0  42   0  16   0   0  51 131],8,259,Statistics,249642740,1763324940,16,42,13187
1763324941252931883,[  0  42   0  16   0   0  51 132],8,259,Statistics,250599765,1763324941,16,42,13188
1763324942253520912,[  0  42   0  16   0   0  51 133],8,259,Statistics,253276237,1763324942,16,42,13189
1763324943259307757,[  0  42   0  16   0   0  51 134],8,259,Statistics,254580736,1763324943,16,42,13190
1763324944264676142,[  0  42   0  16   0   0  51 135],8,259,Statistics,264125801,1763324944,16,42,13191
1763324945266583831,[  0  42   0  16   0   0  51 136],8,259,Statistics,266151314,1763324945,16,42,13192
