timestamp,can_msg.data,can_msg.dlc,can_msg.id,engine_subtype,engine_type,fw_version,header.frame_id,header.stamp.nanosec,header.stamp.sec,serial_number
1763324730584133302,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,582284808,1763324730,585
1763324731585649964,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,585097064,1763324731,585
1763324732595060424,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,594457092,1763324732,585
1763324733589983204,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,589628321,1763324733,585
1763324734590831639,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,590235667,1763324734,585
1763324735596992574,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,596597915,1763324735,585
1763324736600246874,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,599021521,1763324736,585
1763324737603611395,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,603001374,1763324737,585
1763324738606823766,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,605305386,1763324738,585
1763324739611304189,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,610244405,1763324739,585
1763324740617438173,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,616594006,1763324740,585
1763324741616189136,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,614691812,1763324741,585
1763324742622329702,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,621161469,1763324742,585
1763324743620643628,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,619849222,1763324743,585
1763324744625685616,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,625287053,1763324744,585
1763324745628544815,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,628326413,1763324745,585
1763324746635588921,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,635117109,1763324746,585
1763324747632831555,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,632336607,1763324747,585
1763324748636582506,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,636154567,1763324748,585
1763324749643824407,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,643387060,1763324749,585
1763324750646723886,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,645882952,1763324750,585
1763324751648695401,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,648462151,1763324751,585
1763324752654939408,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,653765126,1763324752,585
1763324753655212307,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,654220972,1763324753,585
1763324754661375727,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,660892364,1763324754,585
1763324755661067461,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,659919484,1763324755,585
1763324756669837579,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,669334151,1763324756,585
1763324757668065418,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,667390021,1763324757,585
1763324758677042152,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,676524740,1763324758,585
1763324759676102340,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,675612672,1763324759,585
1763324760681775422,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,681570781,1763324760,585
1763324761681561941,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,681141970,1763324761,585
1763324762682768034,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,682403231,1763324762,585
1763324763685388997,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,685159395,1763324763,585
1763324764689647071,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,688760984,1763324764,585
1763324765697293727,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,696615226,1763324765,585
1763324766699432318,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,698503383,1763324766,585
1763324767704584608,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,704403615,1763324767,585
1763324768703162585,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,702301234,1763324768,585
1763324769710252319,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,709313272,1763324769,585
1763324770715700227,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,714657627,1763324770,585
1763324771713092818,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,712583374,1763324771,585
1763324772719070640,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,716475643,1763324772,585
1763324773724304658,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,721928288,1763324773,585
1763324774729359230,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,728334806,1763324774,585
1763324775733283851,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,732459045,1763324775,585
1763324776737377092,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,736656254,1763324776,585
1763324777741412935,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,740699746,1763324777,585
1763324778736185195,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,735526342,1763324778,585
1763324779742427189,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,741659119,1763324779,585
1763324780747972323,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,747064572,1763324780,585
1763324781746787399,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,745478748,1763324781,585
1763324782749643156,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,749220305,1763324782,585
1763324783752501997,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,751489061,1763324783,585
1763324784757762659,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,756904348,1763324784,585
1763324785768144236,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,767711753,1763324785,585
1763324786762498047,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,762242205,1763324786,585
1763324787774297033,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,768874461,1763324787,585
1763324788774539648,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,773824218,1763324788,585
1763324789771201444,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,770990211,1763324789,585
1763324790782326440,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,781856516,1763324790,585
1763324791786927777,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,786156506,1763324791,585
1763324792789276497,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,788735341,1763324792,585
1763324793794334499,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,793559836,1763324793,585
1763324794788233539,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,787870272,1763324794,585
1763324795794035694,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,792752356,1763324795,585
1763324796795835875,[  2  73   0 128  20   2   0  96],8,261,2,20,128,System Info,795082461,1763324796,585
