timestamp,battery_current,battery_voltage,can_msg.data,can_msg.dlc,can_msg.id,flags,header.frame_id,header.stamp.nanosec,header.stamp.sec
1761498519531560966,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,531242618,1761498519
1761498519634005162,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,633487543,1761498519
1761498519727626209,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,727117261,1761498519
1761498519830222922,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,829372810,1761498519
1761498519931993685,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,931709610,1761498519
1761498520033688467,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,33469899,1761498520
1761498520136584135,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,136284539,1761498520
1761498520229359935,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,228932303,1761498520
1761498520354558071,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,354261964,1761498520
1761498520436303506,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,435947364,1761498520
1761498520538491883,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,538195232,1761498520
1761498520630378946,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,630127128,1761498520
1761498520733972848,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,733721510,1761498520
1761498520836868164,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,836441076,1761498520
1761498520940201128,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,939559760,1761498520
1761498521032319934,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,32044564,1761498521
1761498521135569726,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,135234706,1761498521
1761498521238063074,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,237809497,1761498521
1761498521363597055,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,363128814,1761498521
1761498521436246093,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,435751547,1761498521
1761498521538529417,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,538206621,1761498521
1761498521640103563,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,639902499,1761498521
1761498521742611855,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,742083484,1761498521
1761498521834621197,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,834284481,1761498521
1761498521936784517,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,936540956,1761498521
1761498522038780331,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,38538594,1761498522
1761498522141247437,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,140907265,1761498522
1761498522243292736,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,243003093,1761498522
1761498522367028371,0.0,13.399999618530273,[134   0   0   0   0   0   0   0],5,257,0,Voltage/Current,366639428,1761498522
1761498522438511166,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,438245781,1761498522
1761498522540463438,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,540169027,1761498522
1761498522642487936,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,642114610,1761498522
1761498522744742810,0.0,13.5,[135   0   0   0   0   0   0   0],5,257,0,Voltage/Current,744418798,1761498522
