timestamp,can_msg.data,can_msg.dlc,can_msg.id,glow_plug_i,glow_plug_v,header.frame_id,header.stamp.nanosec,header.stamp.sec,sekevence
1761498950603093624,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,602845282,1761498950,-10
1761498950757214052,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,756721049,1761498950,-10
1761498950829413264,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,829097923,1761498950,-10
1761498950921658485,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,921283507,1761498950,-10
1761498951004860847,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,4200043,1761498951,-10
1761498951116913980,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,116643775,1761498951,-10
1761498951208980274,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,208751843,1761498951,-10
1761498951321597922,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,321318081,1761498951,-10
1761498951413428806,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,413188435,1761498951,-10
1761498951515505597,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,515267083,1761498951,-10
1761498951607848435,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,607510750,1761498951,-10
1761498951762177929,[  0   0   0   0 255 246   0   0],7,264,[0. 0.],[0. 0.],Glow Plugs,761855577,1761498951,-10
