timestamp,can_msg.data,can_msg.dlc,can_msg.id,header.frame_id,header.stamp.nanosec,header.stamp.sec,runs_aborted,runs_ok,total_runtime
1761498520251133808,[  0  37   0  16   0   0  49 213],8,259,Statistics,250730528,1761498520,16,37,12757
1761498521259054639,[  0  37   0  16   0   0  49 213],8,259,Statistics,258697474,1761498521,16,37,12757
1761498522263967706,[  0  37   0  16   0   0  49 213],8,259,Statistics,263754931,1761498522,16,37,12757
1761498523267018017,[  0  37   0  16   0   0  49 213],8,259,Statistics,266147233,1761498523,16,37,12757
1761498524270539196,[  0  37   0  16   0   0  49 213],8,259,Statistics,270288915,1761498524,16,37,12757
1761498525275656566,[  0  37   0  16   0   0  49 213],8,259,Statistics,275276521,1761498525,16,37,12757
1761498526273708667,[  0  37   0  16   0   0  49 213],8,259,Statistics,273053028,1761498526,16,37,12757
1761498527277030856,[  0  37   0  16   0   0  49 213],8,259,Statistics,276747070,1761498527,16,37,12757
1761498528280531784,[  0  37   0  16   0   0  49 213],8,259,Statistics,280260959,1761498528,16,37,12757
1761498529286643762,[  0  37   0  16   0   0  49 213],8,259,Statistics,286159553,1761498529,16,37,12757
1761498530292425376,[  0  37   0  16   0   0  49 213],8,259,Statistics,292211801,1761498530,16,37,12757
1761498531289187853,[  0  37   0  16   0   0  49 213],8,259,Statistics,288969958,1761498531,16,37,12757
1761498532295549433,[  0  37   0  16   0   0  49 213],8,259,Statistics,295165292,1761498532,16,37,12757
1761498533301294823,[  0  37   0  16   0   0  49 213],8,259,Statistics,301077696,1761498533,16,37,12757
1761498534305279828,[  0  37   0  16   0   0  49 213],8,259,Statistics,304969546,1761498534,16,37,12757
1761498535302492799,[  0  37   0  16   0   0  49 213],8,259,Statistics,302168053,1761498535,16,37,12757
1761498536307742900,[  0  37   0  16   0   0  49 213],8,259,Statistics,307320998,1761498536,16,37,12757
1761498537312543963,[  0  37   0  16   0   0  49 213],8,259,Statistics,312278674,1761498537,16,37,12757
1761498538316290851,[  0  37   0  16   0   0  49 213],8,259,Statistics,315847221,1761498538,16,37,12757
1761498539318886445,[  0  37   0  16   0   0  49 213],8,259,Statistics,318635013,1761498539,16,37,12757
1761498540322055313,[  0  37   0  16   0   0  49 213],8,259,Statistics,321644036,1761498540,16,37,12757
1761498541327837106,[  0  37   0  16   0   0  49 213],8,259,Statistics,327672269,1761498541,16,37,12757
1761498542324528357,[  0  37   0  16   0   0  49 213],8,259,Statistics,324246428,1761498542,16,37,12757
1761498543331842801,[  0  37   0  16   0   0  49 213],8,259,Statistics,331541160,1761498543,16,37,12757
1761498544336041005,[  0  37   0  16   0   0  49 213],8,259,Statistics,335911241,1761498544,16,37,12757
1761498545340703786,[  0  37   0  16   0   0  49 213],8,259,Statistics,340466403,1761498545,16,37,12757
1761498546336928159,[  0  37   0  16   0   0  49 213],8,259,Statistics,336503314,1761498546,16,37,12757
1761498547342423938,[  0  37   0  16   0   0  49 213],8,259,Statistics,342090040,1761498547,16,37,12757
1761498548347853468,[  0  37   0  16   0   0  49 213],8,259,Statistics,347414895,1761498548,16,37,12757
1761498549354678361,[  0  37   0  16   0   0  49 213],8,259,Statistics,354320142,1761498549,16,37,12757
1761498550353047197,[  0  37   0  16   0   0  49 213],8,259,Statistics,352705811,1761498550,16,37,12757
1761498551359617006,[  0  37   0  16   0   0  49 213],8,259,Statistics,359328230,1761498551,16,37,12757
1761498552364724791,[  0  37   0  16   0   0  49 213],8,259,Statistics,364501200,1761498552,16,37,12757
1761498553367258713,[  0  37   0  16   0   0  49 213],8,259,Statistics,366992049,1761498553,16,37,12757
1761498554363194985,[  0  37   0  16   0   0  49 213],8,259,Statistics,362934626,1761498554,16,37,12757
1761498555376130299,[  0  37   0  16   0   0  49 213],8,259,Statistics,375973815,1761498555,16,37,12757
1761498556370816029,[  0  37   0  16   0   0  49 213],8,259,Statistics,370486964,1761498556,16,37,12757
1761498557376657598,[  0  37   0  16   0   0  49 213],8,259,Statistics,376454457,1761498557,16,37,12757
1761498558379229524,[  0  37   0  16   0   0  49 213],8,259,Statistics,378987181,1761498558,16,37,12757
1761498559386554680,[  0  37   0  16   0   0  49 213],8,259,Statistics,386231055,1761498559,16,37,12757
1761498560391349096,[  0  37   0  16   0   0  49 213],8,259,Statistics,390809914,1761498560,16,37,12757
1761498561388162937,[  0  37   0  16   0   0  49 213],8,259,Statistics,387934419,1761498561,16,37,12757
1761498562393890698,[  0  37   0  16   0   0  49 213],8,259,Statistics,393658724,1761498562,16,37,12757
1761498563397393399,[  0  37   0  16   0   0  49 213],8,259,Statistics,397088239,1761498563,16,37,12757
1761498564401356809,[  0  37   0  16   0   0  49 213],8,259,Statistics,401123779,1761498564,16,37,12757
