timestamp,can_msg.data,can_msg.dlc,can_msg.id,egt,header.frame_id,header.stamp.nanosec,header.stamp.sec,pump_power,real_rpm,set_rpm,state,state_name
1761498519523023811,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,520977334,1761498519,0.0,0,37000,0,ENGINE OFF
1761498519623968143,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,623672643,1761498519,0.0,0,37000,0,ENGINE OFF
1761498519716951757,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,716762566,1761498519,0.0,0,37000,0,ENGINE OFF
1761498519819340175,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,819054468,1761498519,0.0,0,37000,0,ENGINE OFF
1761498519921659502,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,921361347,1761498519,0.0,0,37000,0,ENGINE OFF
1761498520023635994,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,23378384,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520126297029,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,126038971,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520219251076,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,218611532,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520344195795,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,343921064,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520426440480,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,425855626,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520528279564,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,527781561,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520619944762,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,619711730,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520723636524,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,723227933,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520826495455,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,826149266,1761498520,0.0,0,37000,0,ENGINE OFF
1761498520929304943,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,928904960,1761498520,0.0,0,37000,0,ENGINE OFF
1761498521021947805,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,21674834,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521125051479,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,124767981,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521227965163,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,227609533,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521352913010,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,352673417,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521426021041,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,425275413,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521528051971,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,527791546,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521629990451,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,629713672,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521731870528,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,731696473,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521824212170,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,823924895,1761498521,0.0,0,37000,0,ENGINE OFF
1761498521926740303,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,926432164,1761498521,0.0,0,37000,0,ENGINE OFF
1761498522028569074,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,28247367,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522130971314,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,130593860,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522233037350,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,232757852,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522356557905,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,356298759,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522428248708,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,427946073,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522529942346,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,529740674,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522632262375,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,631950491,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522734391293,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,734064145,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522837085991,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,836737275,1761498522,0.0,0,37000,0,ENGINE OFF
1761498522929197772,[ 14 116   0   0   3  10   0   0],8,256,77.80000305175781,Engine Data,928758844,1761498522,0.0,0,37000,0,ENGINE OFF
1761498523031135090,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,30835207,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523133366283,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,133082657,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523235603397,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,235161717,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523359197291,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,358829566,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523430761507,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,430421815,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523533109953,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,532853304,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523635754634,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,635134227,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523738024580,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,737659735,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523840359074,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,840107448,1761498523,0.0,0,37000,0,ENGINE OFF
1761498523932858679,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,932489770,1761498523,0.0,0,37000,0,ENGINE OFF
1761498524035043781,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,34548851,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524137556841,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,137202204,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524239690238,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,239317169,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524363671468,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,363307519,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524435666878,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,435164907,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524537842165,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,537448807,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524640021420,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,639795812,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524742460909,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,742038718,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524834798528,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,834400242,1761498524,0.0,0,37000,0,ENGINE OFF
1761498524937431560,[ 14 116   0   0   3   4   0   0],8,256,77.19999694824219,Engine Data,937055866,1761498524,0.0,0,37000,0,ENGINE OFF
1761498525039912767,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,39627893,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525142131640,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,141876943,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525244312656,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,244021638,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525368574657,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,368339385,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525440652383,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,440263825,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525543178884,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,542562573,1761498525,0.0,0,37000,0,ENGINE OFF
1761498525645289529,[ 14 116   0   0   3   3   0   0],8,256,77.0999984741211,Engine Data,644874890,1761498525,0.0,0,37000,0,ENGINE OFF
