timestamp,can_msg.data,can_msg.dlc,can_msg.id,error_mask,error_messages,header.frame_id,header.stamp.nanosec,header.stamp.sec,reset_required
1761498520293187161,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,292335577,1761498520,False
1761498521300971238,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,300438514,1761498521,False
1761498522305371857,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,304986499,1761498522,False
1761498523308103647,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,307576812,1761498523,False
1761498524312310278,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,311836853,1761498524,False
1761498525317023045,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,316668216,1761498525,False
1761498526314573899,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,314306146,1761498526,False
1761498527318534722,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,317942573,1761498527,False
1761498528322303807,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,321991284,1761498528,False
1761498529327946828,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,327401497,1761498529,False
1761498530334210526,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,333861522,1761498530,False
1761498531330831802,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,330401323,1761498531,False
1761498532337103927,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,336514467,1761498532,False
1761498533344254952,[  0   0 128   0   0   0   0   0],8,263,140737488355328,['p0 sens out of range: Ambient pressure sensor out of range. Currently not used.'],Errors,343421260,1761498533,False
